,SH_5100501MSF
2025-08-07,2.9211
2025-08-08,2.9102
2025-08-11,2.9142
2025-08-12,2.9342
2025-08-13,2.9415
2025-08-14,2.9532
2025-08-15,2.9697
2025-08-18,2.9757
2025-08-19,2.9399
2025-08-20,2.9776
2025-08-21,2.9903
2025-08-22,3.0678
2025-08-25,3.1289
2025-08-26,3.0996
2025-08-27,3.0507
2025-08-28,3.0984
2025-08-29,3.119
2025-09-01,3.1185
2025-09-02,3.1306
2025-09-03,3.083
2025-09-04,3.0346
2025-09-05,3.0738
2025-09-08,3.0706
2025-09-09,3.0603
2025-09-10,3.0727
2025-09-11,3.1255
2025-09-12,3.1057
2025-09-15,3.0987
2025-09-16,3.0853
2025-09-17,3.0908
2025-09-18,3.0436
2025-09-19,3.0443
2025-09-22,3.0521
2025-09-23,3.0486
2025-09-24,3.0718
2025-09-25,3.0913
2025-09-26,3.084
2025-09-29,3.1147
2025-09-30,3.1281
2025-10-09,3.1660000000000004
2025-10-10,3.1157
2025-10-13,3.104
2025-10-14,3.1002
2025-10-15,3.1399
2025-10-16,3.1601
2025-10-17,3.1042
2025-10-20,3.1116
2025-10-21,3.1433
2025-10-22,3.1449
2025-10-23,3.1687
2025-10-24,3.1944
2025-10-27,3.2164
2025-10-28,3.1994
2025-10-29,3.2116
2025-10-30,3.1927
2025-10-31,3.1652
2025-11-03,3.1645
2025-11-04,3.1585
2025-11-05,3.152
2025-11-06,3.1913
2025-11-07,3.1873
2025-11-10,3.2039
2025-11-11,3.1824
2025-11-12,3.1952
2025-11-13,3.221
2025-11-14,3.1843
2025-11-17,3.1603
2025-11-18,3.151
2025-11-19,3.1636
2025-11-20,3.1556
2025-11-21,3.0961
2025-11-24,3.0933
2025-11-25,3.1085
2025-11-26,3.1069
2025-11-27,3.1121
2025-11-28,3.1146
2025-12-01,3.1375
2025-12-02,3.1226
2025-12-03,3.1094
2025-12-04,3.1174
2025-12-05,3.1467
2025-12-08,3.1661
2025-12-09,3.1452
2025-12-10,3.1335
2025-12-11,3.1199
2025-12-12,3.1371
2025-12-15,3.1347
2025-12-16,3.1005
2025-12-17,3.06
2025-12-18,3.0627
2025-12-19,3.08
2025-12-22,3.0926
2025-12-23,3.0965
2025-12-24,3.0987
2025-12-25,3.1087
2025-12-26,3.1238
2025-12-29,3.1114
2025-12-30,3.1118
2025-12-31,3.1036
2026-01-05,3.1732
2026-01-06,3.236
2026-01-07,3.222
2026-01-08,3.2018
2026-01-09,3.2131
2026-01-12,3.2212
2026-01-13,3.2135
2026-01-14,3.1896
2026-01-15,3.1812
2026-01-16,3.1615
2026-01-19,3.1566
2026-01-20,3.1521
2026-01-21,3.1468
2026-01-22,3.133
2026-01-23,3.1082
2026-01-26,3.1303
2026-01-27,3.1298
2026-01-28,3.1295
2026-01-29,3.2022
2026-01-30,3.1563
2026-02-02,3.0869999999999997
2026-02-03,3.116
2026-02-04,3.1527
2026-02-05,3.1426
2026-02-06,3.1209
2026-02-09,3.1648
2026-02-10,3.1723
2026-02-11,3.1707
2026-02-12,3.1643
2026-02-13,3.1112
2026-02-24,3.1189
2026-02-25,3.1291
2026-02-26,3.1187
2026-02-27,3.1278
2026-03-02,3.127
2026-03-03,3.0989
2026-03-04,3.0534
2026-03-05,3.0669
2026-03-06,3.0711
2026-03-09,3.0395
2026-03-10,3.0603
2026-03-11,3.064
2026-03-12,3.0457
2026-03-13,3.0351
2026-03-16,3.0313
2026-03-17,3.0409
2026-03-18,3.0368
2026-03-19,2.9944
2026-03-20,2.9589999999999996
2026-03-23,2.8703
2026-03-24,2.8960000000000004
2026-03-25,2.927
2026-03-26,2.9004
2026-03-27,2.91
2026-03-30,2.907
2026-03-31,2.9012
2026-04-01,2.9505
2026-04-02,2.9228
2026-04-03,2.9011
2026-04-07,2.8982
2026-04-08,2.9791
2026-04-09,2.9581
