,SH_510050IV
2024-09-06,13.2974
2024-09-09,14.9072
2024-09-10,15.4888
2024-09-11,15.8514
2024-09-12,14.9165
2024-09-13,14.1179
2024-09-18,14.6881
2024-09-19,14.0864
2024-09-20,13.3917
2024-09-23,13.0316
2024-09-24,16.4303
2024-09-25,17.5043
2024-09-26,21.7918
2024-09-27,24.0763
2024-09-30,26.4708
2024-10-08,48.3853
2024-10-09,39.2462
2024-10-10,35.8241
2024-10-11,36.1642
2024-10-14,30.226
2024-10-15,23.7002
2024-10-16,24.4062
2024-10-17,23.5952
2024-10-18,30.428
2024-10-21,30.7509
2024-10-22,29.1801
2024-10-23,26.3145
2024-10-24,25.4029
2024-10-25,26.5169
2024-10-28,28.3621
2024-10-29,27.6742
2024-10-30,28.9685
2024-10-31,30.8997
2024-11-01,31.38
2024-11-04,31.9955
2024-11-05,32.5207
2024-11-06,31.3452
2024-11-07,32.0595
2024-11-08,31.5857
2024-11-11,28.0084
2024-11-12,27.088
2024-11-13,25.8908
2024-11-14,25.9067
2024-11-15,24.9101
2024-11-18,25.9852
2024-11-19,26.1664
2024-11-20,24.6333
2024-11-21,23.0161
2024-11-22,24.3033
2024-11-25,23.7026
2024-11-26,23.1937
2024-11-27,23.4617
2024-11-28,21.422
2024-11-29,21.6281
2024-12-02,21.0914
2024-12-03,21.1746
2024-12-04,21.5098
2024-12-05,20.8684
2024-12-06,20.9256
2024-12-09,20.949
2024-12-10,21.8208
2024-12-11,21.9176
2024-12-12,22.0918
2024-12-13,21.4331
2024-12-16,20.4004
2024-12-17,20.4303
2024-12-18,20.4716
2024-12-19,20.4134
2024-12-20,19.5409
2024-12-23,19.143
2024-12-24,18.6048
2024-12-25,18.8493
2024-12-26,17.9529
2024-12-27,17.4773
2024-12-30,17.5343
2024-12-31,17.3775
2025-01-02,19.483
2025-01-03,19.6715
2025-01-06,20.7088
2025-01-07,18.5804
2025-01-08,17.9463
2025-01-09,17.4788
2025-01-10,17.4918
2025-01-13,18.397
2025-01-14,18.8434
2025-01-15,18.2578
2025-01-16,18.1918
2025-01-17,18.7683
2025-01-20,18.7268
2025-01-21,18.1564
2025-01-22,18.207
2025-01-23,18.727
2025-01-24,18.0805
2025-01-27,17.4763
2025-02-05,18.1391
2025-02-06,17.7113
2025-02-07,17.7198
2025-02-10,18.078
2025-02-11,17.5104
2025-02-12,17.5285
2025-02-13,16.8964
2025-02-14,16.5434
2025-02-17,17.2013
2025-02-18,17.2483
2025-02-19,16.7711
2025-02-20,16.4945
2025-02-21,16.6684
2025-02-24,16.6313
2025-02-25,16.7217
2025-02-26,16.7574
2025-02-27,16.373
2025-02-28,16.8651
2025-03-03,16.1789
2025-03-04,15.615
2025-03-05,15.2965
2025-03-06,15.7076
2025-03-07,14.9329
2025-03-10,14.9055
2025-03-11,15.2335
2025-03-12,15.205
2025-03-13,15.3759
2025-03-14,17.0166
2025-03-17,17.3113
2025-03-18,17.125999999999998
2025-03-19,17.3102
2025-03-20,16.3112
2025-03-21,15.8222
2025-03-24,15.3811
2025-03-25,15.0866
2025-03-26,14.8924
2025-03-27,14.223
2025-03-28,14.4906
2025-03-31,15.3967
2025-04-01,15.1481
2025-04-02,15.0545
2025-04-03,14.9998
2025-04-07,26.9395
2025-04-08,25.1409
2025-04-09,23.084
2025-04-10,20.3865
2025-04-11,19.3516
2025-04-14,17.3053
2025-04-15,16.3142
2025-04-16,16.927
2025-04-17,16.2627
2025-04-18,16.1898
2025-04-21,16.0576
2025-04-22,15.9776
2025-04-23,15.7664
2025-04-24,15.4419
2025-04-25,15.5101
2025-04-28,15.8235
2025-04-29,15.8221
2025-04-30,16.6767
2025-05-06,14.7322
2025-05-07,14.3601
2025-05-08,14.3586
2025-05-09,14.4153
2025-05-12,15.436
2025-05-13,14.7048
2025-05-14,16.364
2025-05-15,15.7494
2025-05-16,14.6793
2025-05-19,14.2626
2025-05-20,14.701
2025-05-21,14.9718
2025-05-22,15.6438
2025-05-23,15.9741
2025-05-26,15.5245
2025-05-27,15.4656
2025-05-28,15.4995
2025-05-29,14.9248
2025-05-30,14.6487
2025-06-03,14.3159
2025-06-04,14.1464
2025-06-05,14.2035
2025-06-06,13.9448
2025-06-09,14.263
2025-06-10,14.2109
2025-06-11,14.1885
2025-06-12,14.1586
2025-06-13,14.4554
2025-06-16,14.0522
2025-06-17,13.9685
2025-06-18,14.235
2025-06-19,14.3426
2025-06-20,13.5099
2025-06-23,13.3915
2025-06-24,14.0785
2025-06-25,16.701
2025-06-26,15.2681
2025-06-27,14.317
2025-06-30,14.4156
2025-07-01,14.1708
2025-07-02,13.9527
2025-07-03,13.989
2025-07-04,14.2966
2025-07-07,14.5482
2025-07-08,15.1799
2025-07-09,15.2134
2025-07-10,15.569
2025-07-11,16.1332
2025-07-14,16.042
2025-07-15,15.0877
2025-07-16,15.0076
2025-07-17,15.0536
2025-07-18,14.8362
2025-07-21,15.7162
2025-07-22,15.9585
2025-07-23,17.5635
2025-07-24,17.0592
2025-07-25,17.2271
2025-07-28,17.6157
2025-07-29,17.7078
2025-07-30,17.1908
2025-07-31,16.8698
2025-08-01,15.8551
2025-08-04,15.9164
2025-08-05,15.7135
2025-08-06,15.7226
2025-08-07,15.7505
2025-08-08,15.3846
2025-08-11,15.9528
2025-08-12,16.2973
2025-08-13,17.5906
2025-08-14,17.662
2025-08-15,19.6432
2025-08-18,21.8154
2025-08-19,20.2045
2025-08-20,21.0698
2025-08-21,20.8846
2025-08-22,22.5758
2025-08-25,26.9754
2025-08-26,25.3939
2025-08-27,24.1209
2025-08-28,24.8229
2025-08-29,24.3231
2025-09-01,22.7589
2025-09-02,22.6708
2025-09-03,21.6854
2025-09-04,21.4725
2025-09-05,20.1368
2025-09-08,19.8856
2025-09-09,19.008
2025-09-10,18.1607
2025-09-11,19.6846
2025-09-12,18.8237
2025-09-15,19.5984
2025-09-16,20.1837
2025-09-17,21.1303
2025-09-18,20.0471
2025-09-19,19.0624
2025-09-22,19.005
2025-09-23,18.7551
2025-09-24,18.4228
2025-09-25,17.4019
2025-09-26,17.6151
2025-09-29,18.754
2025-09-30,18.2968
2025-10-09,17.7398
2025-10-10,18.5392
2025-10-13,19.9275
2025-10-14,19.8421
2025-10-15,18.5481
2025-10-16,18.139
2025-10-17,18.7921
2025-10-20,17.8932
2025-10-21,16.9928
2025-10-22,16.7412
2025-10-23,16.9547
2025-10-24,16.9194
2025-10-27,17.3097
2025-10-28,17.0359
2025-10-29,17.3669
2025-10-30,17.102999999999998
2025-10-31,17.2303
2025-11-03,17.3112
2025-11-04,17.2659
2025-11-05,17.0566
2025-11-06,16.4597
2025-11-07,16.197
2025-11-10,17.1179
2025-11-11,17.4663
2025-11-12,17.2546
2025-11-13,16.9144
2025-11-14,16.9273
2025-11-17,17.4406
2025-11-18,18.2022
2025-11-19,17.503
2025-11-20,17.1393
2025-11-21,18.6027
2025-11-24,17.598
2025-11-25,16.1255
2025-11-26,15.4347
2025-11-27,14.6919
2025-11-28,14.3756
2025-12-01,14.0754
2025-12-02,14.0117
2025-12-03,14.0405
2025-12-04,13.7785
2025-12-05,13.6842
2025-12-08,14.1381
2025-12-09,14.0182
2025-12-10,14.2498
2025-12-11,14.3638
2025-12-12,13.8242
2025-12-15,14.247
2025-12-16,15.0701
2025-12-17,14.5477
2025-12-18,14.3838
2025-12-19,14.0709
2025-12-22,13.9179
2025-12-23,13.2997
2025-12-24,13.9424
2025-12-25,13.5791
2025-12-26,14.367
2025-12-29,14.3851
2025-12-30,14.9674
2025-12-31,14.6775
2026-01-05,15.5916
2026-01-06,18.9467
2026-01-07,18.1674
2026-01-08,17.442999999999998
2026-01-09,18.0638
2026-01-12,20.3877
2026-01-13,19.3496
2026-01-14,18.5784
2026-01-15,16.9905
2026-01-16,16.9671
2026-01-19,15.6036
2026-01-20,15.2499
2026-01-21,15.6402
2026-01-22,15.9307
2026-01-23,17.5784
2026-01-26,19.2964
2026-01-27,17.9156
2026-01-28,18.3001
2026-01-29,18.3311
2026-01-30,18.7895
2026-02-02,22.6704
2026-02-03,19.1283
2026-02-04,17.3342
2026-02-05,17.3255
2026-02-06,17.4887
2026-02-09,17.2981
2026-02-10,16.5815
2026-02-11,16.8378
2026-02-12,16.8756
2026-02-13,17.5413
2026-02-24,16.4375
2026-02-25,15.5901
2026-02-26,15.0155
2026-02-27,14.7656
2026-03-02,15.5099
2026-03-03,17.3848
2026-03-04,17.905
2026-03-05,15.9837
2026-03-06,15.2376
2026-03-09,16.7904
2026-03-10,15.9308
2026-03-11,15.8328
2026-03-12,15.9107
2026-03-13,16.8651
2026-03-16,16.2423
2026-03-17,16.0944
2026-03-18,15.8358
2026-03-19,17.3107
2026-03-20,18.0381
2026-03-23,23.1497
2026-03-24,19.8132
2026-03-25,17.2485
2026-03-26,18.1416
2026-03-27,17.3467
2026-03-30,18.1705
2026-03-31,17.7986
2026-04-01,16.4497
2026-04-02,17.3508
2026-04-03,18.3142
2026-04-07,17.5462
2026-04-08,16.3856
2026-04-09,15.5928
