,H00905
2023-11-10,6666.8774
2023-11-13,6705.7448
2023-11-14,6735.6331
2023-11-15,6776.3822
2023-11-16,6710.2809
2023-11-17,6736.6737
2023-11-20,6770.6640000000025
2023-11-21,6748.3076
2023-11-22,6666.9113
2023-11-23,6726.8351
2023-11-24,6663.9468
2023-11-27,6659.4188
2023-11-28,6689.3136
2023-11-29,6643.6607
2023-11-30,6633.9821
2023-12-01,6660.0852
2023-12-04,6650.7526
2023-12-05,6532.7186
2023-12-06,6558.3598
2023-12-07,6557.6658
2023-12-08,6577.8518
2023-12-11,6657.8487
2023-12-12,6659.4328
2023-12-13,6589.2454
2023-12-14,6567.4874
2023-12-15,6520.181
2023-12-18,6442.993
2023-12-19,6436.5364
2023-12-20,6352.0853
2023-12-21,6387.3502
2023-12-22,6354.9613
2023-12-25,6359.3693
2023-12-26,6291.0656
2023-12-27,6323.663000000001
2023-12-28,6440.0337
2023-12-29,6495.5856
2024-01-02,6471.9285
2024-01-03,6462.2849
2024-01-04,6407.1623
2024-01-05,6319.2854
2024-01-08,6182.6895
2024-01-09,6198.187
2024-01-10,6171.4188
2024-01-11,6250.1276
2024-01-12,6228.9678
2024-01-15,6213.5546
2024-01-16,6210.0871
2024-01-17,6055.9141
2024-01-18,6062.397
2024-01-19,6004.3393
2024-01-22,5720.2305
2024-01-23,5821.6521
2024-01-24,5902.9607
2024-01-25,6069.839
2024-01-26,6014.7006
2024-01-29,5896.0366
2024-01-30,5760.9292
2024-01-31,5619.7338
2024-02-01,5597.9
2024-02-02,5459.6989
2024-02-05,5336.5132
2024-02-06,5750.0541
2024-02-07,6113.3787
2024-02-08,6162.0271
2024-02-19,6151.7075
2024-02-20,6150.9344
2024-02-21,6148.6367
2024-02-22,6193.2717
2024-02-23,6218.8380000000025
2024-02-26,6216.1493
2024-02-27,6350.5593
2024-02-28,6202.4892
2024-02-29,6397.2075
2024-03-01,6435.7996
2024-03-04,6447.4912
2024-03-05,6403.2304
2024-03-06,6401.1663
2024-03-07,6314.0609
2024-03-08,6400.5602
2024-03-11,6509.9829
2024-03-12,6489.2454
2024-03-13,6478.9491
2024-03-14,6452.4046
2024-03-15,6525.6512
2024-03-18,6614.5489
2024-03-19,6554.4602
2024-03-20,6572.6333
2024-03-21,6539.6286
2024-03-22,6442.401
2024-03-25,6334.936
2024-03-26,6322.5796
2024-03-27,6169.7504
2024-03-28,6250.0589
2024-03-29,6324.9047
2024-04-01,6462.5788
2024-04-02,6438.6538
2024-04-03,6430.7165
2024-04-08,6339.7773
2024-04-09,6392.7908
2024-04-10,6312.116
2024-04-11,6343.6279
2024-04-12,6314.2054
2024-04-15,6388.9908
2024-04-16,6211.7071
2024-04-17,6389.135
2024-04-18,6401.2071
2024-04-19,6359.3655
2024-04-22,6303.7001
2024-04-23,6233.1426
2024-04-24,6298.741
2024-04-25,6294.5611
2024-04-26,6430.0437
2024-04-29,6557.3741
2024-04-30,6512.6691
2024-05-06,6617.3556
2024-05-07,6615.5376
2024-05-08,6533.8968
2024-05-09,6651.217
2024-05-10,6627.7782
2024-05-13,6591.6951
2024-05-14,6586.6197
2024-05-15,6523.2009
2024-05-16,6500.7026
2024-05-17,6582.3232
2024-05-20,6621.3278
2024-05-21,6569.8161
2024-05-22,6561.5271
2024-05-23,6436.4631
2024-05-24,6380.7993
2024-05-27,6450.7759
2024-05-28,6385.7048
2024-05-29,6404.3158
2024-05-30,6385.7034
2024-05-31,6388.4578
2024-06-03,6347.3437
2024-06-04,6429.3529
2024-06-05,6355.429
2024-06-06,6301.8737
2024-06-07,6284.198
2024-06-11,6294.6276
2024-06-12,6316.111
2024-06-13,6274.6408
2024-06-14,6300.0883
2024-06-17,6293.5122
2024-06-18,6324.3103
2024-06-19,6251.784000000002
2024-06-20,6162.8744
2024-06-21,6174.573
2024-06-24,6043.6613
2024-06-25,5990.7839
2024-06-26,6081.9242
2024-06-27,5971.3354
2024-06-28,5992.191999999999
2024-07-01,6065.3902
2024-07-02,6000.9455
2024-07-03,5954.6093
2024-07-04,5863.3697
2024-07-05,5906.1025
2024-07-08,5806.5732
2024-07-09,5921.8817
2024-07-10,5883.5076
2024-07-11,5883.5076
2024-07-12,5979.4008
2024-07-15,5936.6304
2024-07-16,5955.7229
2024-07-17,5905.6814
2024-07-18,5933.0158
2024-07-19,5926.3489
2024-07-22,5919.2796
2024-07-23,5745.306
2024-07-24,5679.1435
2024-07-25,5676.1103
2024-07-26,5763.9506
2024-07-29,5730.8867
2024-07-30,5720.557
2024-07-31,5949.4108
2024-08-01,5908.885
2024-08-02,5830.5257
2024-08-05,5715.3042
2024-08-06,5784.8031
2024-08-07,5786.3834
2024-08-08,5792.0126
2024-08-09,5749.1868
2024-08-12,5741.6941
2024-08-13,5763.2483
2024-08-14,5684.3697
2024-08-15,5722.9731
2024-08-16,5689.9423
2024-08-19,5705.3243
2024-08-20,5606.9402
2024-08-21,5588.8015
2024-08-22,5523.3114
2024-08-23,5528.0524
2024-08-26,5537.1201
2024-08-27,5477.3257
2024-08-28,5483.0807
2024-08-29,5553.6196
2024-08-30,5652.5753
2024-09-02,5540.1954
2024-09-03,5600.8502
2024-09-04,5583.3063
2024-09-05,5607.2713
2024-09-06,5529.7566
2024-09-09,5492.8695
2024-09-10,5494.0258
2024-09-11,5502.9406
2024-09-12,5480.6067
2024-09-13,5425.4948
2024-09-18,5440.0618
2024-09-19,5510.181
2024-09-20,5483.5455
2024-09-23,5479.0762
2024-09-24,5716.9332
2024-09-25,5768.3501
2024-09-26,6020.606
2024-09-27,6342.7658
2024-09-30,7003.3327
2024-10-08,7506.1742
2024-10-09,6994.0945
2024-10-10,6940.3305
2024-10-11,6672.5964
2024-10-14,6840.2288
2024-10-15,6675.5687
2024-10-16,6662.5183
2024-10-17,6611.9546
2024-10-18,6882.0192
2024-10-21,6960.6688
2024-10-22,7021.2241
2024-10-23,7049.1041
2024-10-24,6988.683000000001
2024-10-25,7090.4157
2024-10-28,7180.8499
2024-10-29,7180.8499
2024-10-30,7125.0148
2024-10-31,7202.3628
2024-11-01,7117.5781
2024-11-04,7236.0885
2024-11-05,7459.5267
2024-11-06,7459.5267
2024-11-07,7615.4677
2024-11-08,7594.8486
2024-11-11,7727.2845
2024-11-12,7645.8815
2024-11-13,7640.9479
2024-11-14,7419.3595
2024-11-15,7231.8202
2024-11-18,7120.7803
2024-11-19,7247.4832
2024-11-20,7315.5911
2024-11-21,7307.5174
2024-11-22,7020.863
2024-11-25,7003.1284
2024-11-26,6947.9764
2024-11-27,7087.7273
2024-11-28,7029.9255
2024-11-29,7145.1155
2024-12-02,7257.2177
2024-12-03,7243.1715
2024-12-04,7178.9195
2024-12-05,7207.5601
2024-12-06,7302.4246
2024-12-09,7263.2351
2024-12-10,7318.7727
2024-12-11,7385.9638
2024-12-12,7451.1002
2024-12-13,7314.2687
2024-12-16,7221.8181
2024-12-17,7143.1758
2024-12-18,7192.5871
2024-12-19,7208.8513
2024-12-20,7227.916999999998
2024-12-23,7107.4461
2024-12-24,7201.4289
2024-12-25,7134.2789
2024-12-26,7191.4133
2024-12-27,7206.3395
2024-12-30,7205.9943
2024-12-31,6994.5573
2025-01-02,6774.773
2025-01-03,6630.6078
2025-01-06,6629.9124
2025-01-07,6700.2587
2025-01-08,6672.0408
2025-01-09,6665.9328
2025-01-10,6559.4559
2025-01-13,6574.6244
2025-01-14,6807.4427
2025-01-15,6746.5878
2025-01-16,6774.8993
2025-01-17,6826.0073
2025-01-20,6859.7864
2025-01-21,6884.001
2025-01-22,6851.3099
2025-01-23,6851.3099
2025-01-24,6904.9196
2025-01-27,6830.8502
2025-02-05,6861.4569999999985
2025-02-06,7024.6272
2025-02-07,7129.8359999999975
2025-02-10,7196.5181
2025-02-11,7159.5239
2025-02-12,7260.0426
2025-02-13,7208.3851
2025-02-14,7268.9226
2025-02-17,7270.0516
2025-02-18,7138.0521
2025-02-19,7264.1396
2025-02-20,7280.839
2025-02-21,7402.71
2025-02-24,7387.9318
2025-02-25,7308.482
2025-02-26,7396.2024
2025-02-27,7368.3927
2025-02-28,7161.7071
2025-03-03,7193.5909
2025-03-04,7256.975
2025-03-05,7272.953
2025-03-06,7391.5921
2025-03-07,7350.0388
2025-03-10,7349.8486
2025-03-11,7388.1709
2025-03-12,7382.6982
2025-03-13,7325.8298
2025-03-14,7455.4001
2025-03-17,7465.2225
2025-03-18,7496.1249
2025-03-19,7457.1796
2025-03-20,7405.9071
2025-03-21,7298.8964
2025-03-24,7295.4115
2025-03-25,7268.3669
2025-03-26,7270.4368
2025-03-27,7281.5628
2025-03-28,7230.7782
2025-03-31,7160.0405
2025-04-01,7202.917
2025-04-02,7210.5398
2025-04-03,7145.0457
2025-04-07,6462.4182
2025-04-08,6511.165
2025-04-09,6649.1124
2025-04-10,6776.5913
2025-04-11,6822.1272
2025-04-14,6878.1325
2025-04-15,6848.0593
2025-04-16,6792.2364
2025-04-17,6792.4153
2025-04-18,6796.9503
2025-04-21,6896.7643
2025-04-22,6874.9171
2025-04-23,6888.0452
2025-04-24,6853.1479
2025-04-25,6879.1881
2025-04-28,6843.876
2025-04-29,6851.9813
2025-04-30,6885.2014
2025-05-06,7018.0151
2025-05-07,7030.1887
2025-05-08,7059.3787
2025-05-09,6996.1492
2025-05-12,7084.4653
2025-05-13,7069.7844
2025-05-14,7091.8669
2025-05-15,6989.6727
2025-05-16,6990.6852
2025-05-19,6990.6852
2025-05-20,7030.486999999999
2025-05-21,7044.6622
2025-05-22,6980.9617
2025-05-23,6922.2124
2025-05-26,6943.9814
2025-05-27,6923.7865
2025-05-28,6906.8353
2025-05-29,7009.3703
2025-05-30,6954.1445
2025-06-03,6983.4979
2025-06-04,7039.9086
2025-06-05,7080.3001
2025-06-06,7074.3515
2025-06-09,7129.4019
2025-06-10,7071.5613
2025-06-11,7117.6695
2025-06-12,7128.4712
2025-06-13,7061.3059
2025-06-16,7095.3655
2025-06-17,7077.2588
2025-06-18,7073.3771
2025-06-19,6991.024
2025-06-20,6949.5963
2025-06-23,6992.8
2025-06-24,7106.1816
2025-06-25,7226.319
2025-06-26,7198.3272
2025-06-27,7233.581
2025-06-30,7299.3307
2025-07-01,7323.618
2025-07-02,7272.2329
2025-07-03,7309.3344
2025-07-04,7309.3344
2025-07-07,7285.4603
2025-07-08,7380.9526
2025-07-09,7353.1089
2025-07-10,7391.3354
2025-07-11,7447.8986
2025-07-14,7440.5577
2025-07-15,7438.7514
2025-07-16,7437.8822
2025-07-17,7519.4628
2025-07-18,7541.2821
2025-07-21,7617.7846
2025-07-22,7682.4948
2025-07-23,7661.9087
2025-07-24,7781.6907
2025-07-25,7790.8463
2025-07-28,7821.3281
2025-07-29,7862.2857
2025-07-30,7811.2269
2025-07-31,7702.9522
2025-08-01,7687.1941
2025-08-04,7747.236999999999
2025-08-05,7798.651
2025-08-06,7865.8142
2025-08-07,7841.6069
2025-08-08,7825.4922
2025-08-11,7909.9651
2025-08-12,7942.6358
2025-08-13,8054.3791
2025-08-14,7957.7706
2025-08-15,8131.4273
2025-08-18,8254.9536
2025-08-19,8239.4271
2025-08-20,8329.8012
2025-08-21,8300.207
2025-08-22,8447.8203
2025-08-25,8607.6039
2025-08-26,8622.6722
2025-08-27,8497.0517
2025-08-28,8681.0417
2025-08-29,8721.6706
2025-09-01,8803.8197
2025-09-02,8619.8276
2025-09-03,8505.0591
2025-09-04,8294.61
2025-09-05,8561.4684
2025-09-08,8658.8027
2025-09-09,8580.5975
2025-09-10,8584.9318
2025-09-11,8821.4853
2025-09-12,8852.9593
2025-09-15,8840.3457
2025-09-16,8906.9092
2025-09-17,8992.885
2025-09-18,8918.3751
2025-09-19,8882.2
2025-09-22,8950.0862
2025-09-23,8896.1212
2025-09-24,9074.1562
2025-09-25,9096.5315
2025-09-26,8973.2329
2025-09-29,9109.4788
2025-09-30,9186.5174
2025-10-09,9355.7559
2025-10-10,9169.111
2025-10-13,9142.5455
2025-10-14,8917.5128
2025-10-15,9041.3434
2025-10-16,8963.9331
2025-10-17,8697.55
2025-10-20,8764.3367
2025-10-21,8908.1537
2025-10-22,8837.9585
2025-10-23,8856.4168
2025-10-24,9000.2888
2025-10-27,9150.8283
2025-10-28,9103.4693
2025-10-29,9277.1409
2025-10-30,9159.6665
2025-10-31,9092.0568
2025-11-03,9095.2792
2025-11-04,8943.0099
2025-11-05,8966.2003
2025-11-06,9110.9386
2025-11-07,9088.8791
2025-11-10,9108.7748
2025-11-11,9044.1283
2025-11-12,8984.5302
2025-11-13,9123.5791
2025-11-14,8975.12
2025-11-17,8975.9179
2025-11-18,8871.3983
2025-11-19,8836.4721
2025-11-20,8761.0596
2025-11-21,8457.6839
2025-11-24,8521.6444
2025-11-25,8627.8857
2025-11-26,8640.9445
2025-11-27,8623.9556
2025-11-28,8723.536
2025-12-01,8810.7295
2025-12-02,8734.5106
2025-12-03,8680.0232
2025-12-04,8700.8515
2025-12-05,8806.3746
2025-12-08,8898.8427
2025-12-09,8835.515
2025-12-10,8878.7674
2025-12-11,8788.0674
2025-12-12,8896.4823
2025-12-15,8827.3906
2025-12-16,8687.6764
2025-12-17,8857.1133
2025-12-18,8811.5235
2025-12-19,8897.015
2025-12-22,9004.0646
2025-12-23,9005.5144
2025-12-24,9123.9165
2025-12-25,9196.7292
2025-12-26,9256.4546
2025-12-29,9221.5671
2025-12-30,9256.7541
2025-12-31,9265.0473
2026-01-05,9495.4132
2026-01-06,9697.6246
2026-01-07,9773.2615
2026-01-08,9797.5779
2026-01-09,9999.2564
2026-01-12,10238.0983
2026-01-13,10106.7587
2026-01-14,10211.7403
2026-01-15,10206.2632
2026-01-16,10217.937
2026-01-19,10286.5389
2026-01-20,10236.9584
2026-01-21,10351.5291
2026-01-22,10410.4621
2026-01-23,10661.8878
2026-01-26,10558.2837
2026-01-27,10610.8171
2026-01-28,10675.6471
2026-01-29,10572.2296
2026-01-30,10389.7379
2026-02-02,9975.8192
2026-02-03,10285.6984
2026-02-04,10301.0361
2026-02-05,10111.1899
2026-02-06,10111.6457
2026-02-09,10316.2888
2026-02-10,10310.2837
2026-02-11,10335.5177
2026-02-12,10457.5785
2026-02-13,10303.6559
2026-02-24,10419.5155
2026-02-25,10586.6783
2026-02-26,10623.4961
2026-02-27,10749.195
2026-03-02,10749.0502
2026-03-03,10281.3645
2026-03-04,10240.8071
2026-03-05,10315.5762
2026-03-06,10379.0939
2026-03-09,10278.7166
2026-03-10,10441.5284
2026-03-11,10432.8707
2026-03-12,10378.4209
2026-03-13,10229.8436
2026-03-16,10161.9997
2026-03-17,9952.0273
2026-03-18,10051.847
2026-03-19,9779.5357
2026-03-20,9634.2118
2026-03-23,9237.8064
2026-03-24,9432.2627
2026-03-25,9643.6833
2026-03-26,9487.8292
2026-03-27,9606.5589
2026-03-30,9626.5589
2026-03-31,9457.2162
2026-04-01,9622.6893
2026-04-02,9442.9034
2026-04-03,9355.5488
2026-04-07,9400.4615
2026-04-08,9864.8806
2026-04-09,9807.1205
